Gene name,Conserved among nematodes,Conserved only in Caenorhabditis,Unique to C. elegans,"SET-25-dependent endo-siRNAs targets (Lev et al., 2017)","SET-32-dependent endo-siRNAs targets (Kalinava et al., 2018)"
WBGene00021439,1,NaN,NaN,NaN,NaN
WBGene00021440,NaN,1,NaN,NaN,NaN
WBGene00021441,NaN,1,NaN,NaN,NaN
WBGene00021442,1,NaN,NaN,NaN,NaN
WBGene00021443,1,NaN,NaN,NaN,NaN
WBGene00021444,1,NaN,NaN,NaN,NaN
WBGene00021447,NaN,NaN,1,NaN,1
WBGene00021448,1,NaN,NaN,NaN,NaN
WBGene00021449,1,NaN,NaN,NaN,NaN
WBGene00021451,1,NaN,NaN,NaN,NaN
WBGene00021456,1,NaN,NaN,NaN,NaN
WBGene00021460,1,NaN,NaN,NaN,NaN
WBGene00021463,NaN,1,NaN,NaN,NaN
WBGene00021464,1,NaN,NaN,NaN,NaN
WBGene00021465,NaN,1,NaN,NaN,NaN
WBGene00021466,1,NaN,NaN,NaN,NaN
WBGene00021467,NaN,1,NaN,NaN,NaN
WBGene00021470,NaN,1,NaN,NaN,NaN
WBGene00021471,NaN,1,NaN,NaN,NaN
WBGene00021472,NaN,1,NaN,NaN,NaN
WBGene00021473,1,NaN,NaN,NaN,NaN
WBGene00021474,1,NaN,NaN,NaN,NaN
WBGene00021475,NaN,1,NaN,NaN,NaN
WBGene00021476,1,NaN,NaN,NaN,NaN
WBGene00021477,NaN,1,NaN,NaN,NaN
WBGene00021482,1,NaN,NaN,NaN,NaN
WBGene00021483,1,NaN,NaN,NaN,NaN
WBGene00021484,NaN,NaN,1,NaN,NaN
WBGene00021485,NaN,NaN,1,NaN,NaN
WBGene00021486,1,NaN,NaN,NaN,NaN
WBGene00021489,NaN,1,NaN,NaN,NaN
WBGene00021492,1,NaN,NaN,NaN,NaN
WBGene00021497,1,NaN,NaN,NaN,NaN
WBGene00021502,1,NaN,NaN,NaN,NaN
WBGene00021504,1,NaN,NaN,NaN,NaN
WBGene00021505,NaN,NaN,1,NaN,NaN
WBGene00021506,1,NaN,NaN,NaN,NaN
WBGene00021507,1,NaN,NaN,NaN,NaN
WBGene00021508,1,NaN,NaN,NaN,NaN
WBGene00021509,1,NaN,NaN,NaN,NaN
WBGene00021511,NaN,1,NaN,NaN,NaN
WBGene00021512,1,NaN,NaN,NaN,NaN
WBGene00021514,1,NaN,NaN,NaN,NaN
WBGene00021515,1,NaN,NaN,NaN,NaN
WBGene00021516,NaN,1,NaN,NaN,NaN
WBGene00021518,NaN,1,NaN,NaN,NaN
WBGene00021522,1,NaN,NaN,NaN,NaN
WBGene00021528,1,NaN,NaN,NaN,NaN
WBGene00021529,NaN,1,NaN,NaN,NaN
WBGene00021531,1,NaN,NaN,NaN,NaN
WBGene00021534,1,NaN,NaN,NaN,NaN
WBGene00021535,1,NaN,NaN,NaN,NaN
WBGene00021536,1,NaN,NaN,NaN,NaN
WBGene00021537,1,NaN,NaN,NaN,NaN
WBGene00021538,1,NaN,NaN,NaN,NaN
WBGene00021539,1,NaN,NaN,NaN,NaN
WBGene00021540,NaN,1,NaN,NaN,NaN
WBGene00021542,NaN,1,NaN,NaN,NaN
WBGene00021544,1,NaN,NaN,NaN,NaN
WBGene00021545,1,NaN,NaN,NaN,NaN
WBGene00021547,NaN,1,NaN,NaN,NaN
WBGene00021548,NaN,1,NaN,NaN,NaN
WBGene00021549,1,NaN,NaN,NaN,NaN
WBGene00021551,1,NaN,NaN,NaN,NaN
WBGene00021552,1,NaN,NaN,NaN,NaN
WBGene00021553,1,NaN,NaN,NaN,NaN
WBGene00021554,NaN,1,NaN,NaN,NaN
WBGene00021555,1,NaN,NaN,NaN,NaN
WBGene00021556,NaN,1,NaN,NaN,NaN
WBGene00021559,1,NaN,NaN,NaN,NaN
WBGene00021560,NaN,1,NaN,NaN,NaN
WBGene00021561,1,NaN,NaN,NaN,NaN
WBGene00021562,1,NaN,NaN,NaN,NaN
WBGene00021563,1,NaN,NaN,NaN,NaN
WBGene00021564,1,NaN,NaN,NaN,NaN
WBGene00021565,1,NaN,NaN,NaN,NaN
WBGene00021576,NaN,1,NaN,NaN,NaN
WBGene00021579,NaN,1,NaN,NaN,NaN
WBGene00021580,NaN,1,NaN,NaN,NaN
WBGene00021585,NaN,1,NaN,NaN,NaN
WBGene00021586,NaN,1,NaN,NaN,NaN
WBGene00021589,NaN,1,NaN,NaN,1
WBGene00021590,NaN,1,NaN,NaN,NaN
WBGene00021591,1,NaN,NaN,NaN,NaN
WBGene00021594,NaN,1,NaN,NaN,NaN
WBGene00021595,1,NaN,NaN,NaN,NaN
WBGene00021596,1,NaN,NaN,NaN,NaN
WBGene00021597,1,NaN,NaN,NaN,NaN
WBGene00021601,1,NaN,NaN,NaN,NaN
WBGene00021602,NaN,1,NaN,NaN,NaN
WBGene00021603,NaN,1,NaN,NaN,NaN
WBGene00021604,NaN,1,NaN,NaN,NaN
WBGene00021605,NaN,NaN,1,NaN,NaN
WBGene00021606,NaN,1,NaN,NaN,NaN
WBGene00021607,NaN,NaN,1,NaN,NaN
WBGene00021608,NaN,1,NaN,NaN,NaN
WBGene00021610,1,NaN,NaN,NaN,NaN
WBGene00021613,1,NaN,NaN,NaN,NaN
WBGene00021614,1,NaN,NaN,NaN,NaN
WBGene00021626,1,NaN,NaN,NaN,NaN
WBGene00021628,1,NaN,NaN,NaN,NaN
WBGene00021629,1,NaN,NaN,NaN,NaN
WBGene00021630,NaN,1,NaN,NaN,NaN
WBGene00021631,NaN,1,NaN,NaN,NaN
WBGene00021632,NaN,1,NaN,NaN,NaN
WBGene00021633,NaN,1,NaN,NaN,NaN
WBGene00021634,NaN,1,NaN,NaN,NaN
WBGene00021636,1,NaN,NaN,NaN,NaN
WBGene00021637,1,NaN,NaN,NaN,NaN
WBGene00021638,1,NaN,NaN,NaN,NaN
WBGene00021639,1,NaN,NaN,NaN,NaN
WBGene00021640,NaN,1,NaN,NaN,NaN
WBGene00021643,1,NaN,NaN,NaN,NaN
WBGene00021644,1,NaN,NaN,NaN,NaN
WBGene00021645,1,NaN,NaN,NaN,NaN
WBGene00021646,1,NaN,NaN,NaN,NaN
WBGene00021647,1,NaN,NaN,NaN,NaN
WBGene00021648,NaN,1,NaN,NaN,NaN
WBGene00021649,NaN,1,NaN,NaN,NaN
WBGene00021650,NaN,1,NaN,NaN,NaN
WBGene00021652,NaN,NaN,1,NaN,NaN
WBGene00021653,NaN,NaN,1,NaN,NaN
WBGene00021654,NaN,1,NaN,NaN,NaN
WBGene00021655,1,NaN,NaN,NaN,NaN
WBGene00021656,NaN,1,NaN,NaN,NaN
WBGene00021657,NaN,1,NaN,NaN,NaN
WBGene00021658,NaN,1,NaN,NaN,NaN
WBGene00021660,1,NaN,NaN,NaN,NaN
WBGene00021661,1,NaN,NaN,NaN,NaN
WBGene00021662,1,NaN,NaN,NaN,NaN
WBGene00021666,1,NaN,NaN,NaN,NaN
WBGene00021667,1,NaN,NaN,NaN,NaN
WBGene00021671,NaN,1,NaN,NaN,NaN
WBGene00021672,NaN,NaN,1,NaN,1
WBGene00021675,NaN,1,NaN,NaN,NaN
WBGene00021676,NaN,1,NaN,NaN,NaN
WBGene00021677,1,NaN,NaN,NaN,NaN
WBGene00021681,1,NaN,NaN,NaN,NaN
WBGene00021682,1,NaN,NaN,NaN,NaN
WBGene00021683,1,NaN,NaN,NaN,NaN
WBGene00021685,1,NaN,NaN,NaN,NaN
WBGene00021686,1,NaN,NaN,NaN,NaN
WBGene00021687,NaN,1,NaN,NaN,NaN
WBGene00021689,1,NaN,NaN,NaN,NaN
WBGene00021691,1,NaN,NaN,NaN,NaN
WBGene00021692,1,NaN,NaN,NaN,NaN
WBGene00021693,NaN,1,NaN,NaN,NaN
WBGene00021697,1,NaN,NaN,NaN,NaN
WBGene00021698,1,NaN,NaN,NaN,NaN
WBGene00021700,NaN,NaN,1,NaN,NaN
WBGene00021701,NaN,1,NaN,NaN,NaN
WBGene00021702,1,NaN,NaN,NaN,NaN
WBGene00021704,1,NaN,NaN,NaN,NaN
WBGene00021709,1,NaN,NaN,NaN,NaN
WBGene00021710,1,NaN,NaN,NaN,NaN
WBGene00021711,1,NaN,NaN,NaN,NaN
WBGene00021714,1,NaN,NaN,NaN,NaN
WBGene00021715,1,NaN,NaN,NaN,NaN
WBGene00021719,NaN,NaN,1,NaN,NaN
WBGene00021720,NaN,1,NaN,NaN,NaN
WBGene00021721,1,NaN,NaN,NaN,NaN
WBGene00021725,1,NaN,NaN,NaN,NaN
WBGene00021726,1,NaN,NaN,NaN,NaN
WBGene00021727,NaN,1,NaN,NaN,NaN
WBGene00021730,NaN,NaN,1,NaN,NaN
WBGene00021732,1,NaN,NaN,NaN,NaN
WBGene00021733,1,NaN,NaN,NaN,NaN
WBGene00021734,1,NaN,NaN,NaN,NaN
WBGene00021735,NaN,1,NaN,NaN,NaN
WBGene00021736,1,NaN,NaN,NaN,NaN
WBGene00021738,1,NaN,NaN,NaN,NaN
WBGene00021739,NaN,NaN,1,NaN,NaN
WBGene00021741,1,NaN,NaN,NaN,NaN
WBGene00021745,1,NaN,NaN,NaN,NaN
WBGene00021747,NaN,1,NaN,NaN,NaN
WBGene00021748,1,NaN,NaN,NaN,NaN
WBGene00021749,NaN,1,NaN,NaN,NaN
WBGene00021750,1,NaN,NaN,NaN,NaN
WBGene00021751,1,NaN,NaN,NaN,NaN
WBGene00021752,1,NaN,NaN,NaN,NaN
WBGene00021753,1,NaN,NaN,NaN,NaN
WBGene00021754,1,NaN,NaN,NaN,NaN
WBGene00021755,NaN,1,NaN,NaN,NaN
WBGene00021756,1,NaN,NaN,NaN,NaN
WBGene00021757,1,NaN,NaN,NaN,NaN
WBGene00021758,1,NaN,NaN,NaN,NaN
WBGene00021759,1,NaN,NaN,NaN,NaN
WBGene00021763,NaN,1,NaN,NaN,NaN
WBGene00021764,1,NaN,NaN,NaN,NaN
WBGene00021765,1,NaN,NaN,NaN,NaN
WBGene00021766,1,NaN,NaN,NaN,NaN
WBGene00021771,NaN,1,NaN,NaN,NaN
WBGene00021772,NaN,1,NaN,NaN,NaN
WBGene00021773,NaN,1,NaN,NaN,NaN
WBGene00021781,NaN,1,NaN,NaN,NaN
WBGene00021783,1,NaN,NaN,NaN,NaN
WBGene00021784,1,NaN,NaN,NaN,NaN
WBGene00021785,1,NaN,NaN,NaN,NaN
WBGene00021786,NaN,1,NaN,NaN,NaN
WBGene00021789,1,NaN,NaN,NaN,NaN
WBGene00021790,NaN,1,NaN,NaN,NaN
WBGene00021794,NaN,NaN,1,NaN,NaN
WBGene00021795,NaN,1,NaN,NaN,NaN
WBGene00021799,1,NaN,NaN,NaN,NaN
WBGene00021800,1,NaN,NaN,NaN,NaN
WBGene00021805,1,NaN,NaN,NaN,NaN
WBGene00021808,1,NaN,NaN,NaN,NaN
WBGene00021809,NaN,1,NaN,NaN,NaN
WBGene00021810,1,NaN,NaN,NaN,NaN
WBGene00021811,1,NaN,NaN,NaN,NaN
WBGene00021812,1,NaN,NaN,NaN,NaN
WBGene00021813,1,NaN,NaN,NaN,NaN
WBGene00021815,1,NaN,NaN,NaN,NaN
WBGene00021816,1,NaN,NaN,NaN,NaN
WBGene00021817,1,NaN,NaN,NaN,NaN
WBGene00021818,1,NaN,NaN,NaN,NaN
WBGene00021819,NaN,1,NaN,NaN,NaN
WBGene00021820,1,NaN,NaN,NaN,NaN
WBGene00021826,1,NaN,NaN,NaN,NaN
WBGene00021827,1,NaN,NaN,NaN,NaN
WBGene00021828,1,NaN,NaN,NaN,NaN
WBGene00021829,1,NaN,NaN,NaN,NaN
WBGene00021830,1,NaN,NaN,NaN,NaN
WBGene00021831,1,NaN,NaN,NaN,NaN
WBGene00021832,NaN,1,NaN,NaN,NaN
WBGene00021835,NaN,1,NaN,NaN,NaN
WBGene00021839,1,NaN,NaN,NaN,NaN
WBGene00021840,1,NaN,NaN,NaN,NaN
WBGene00021841,1,NaN,NaN,NaN,NaN
WBGene00021842,1,NaN,NaN,NaN,NaN
WBGene00021843,1,NaN,NaN,NaN,NaN
WBGene00021844,1,NaN,NaN,NaN,NaN
WBGene00021845,1,NaN,NaN,NaN,NaN
WBGene00021846,1,NaN,NaN,NaN,NaN
WBGene00021847,1,NaN,NaN,NaN,NaN
WBGene00021849,1,NaN,NaN,NaN,NaN
WBGene00021850,1,NaN,NaN,NaN,NaN
WBGene00021852,1,NaN,NaN,NaN,NaN
WBGene00021853,1,NaN,NaN,NaN,NaN
WBGene00021854,1,NaN,NaN,NaN,NaN
WBGene00021855,NaN,1,NaN,NaN,NaN
WBGene00021856,1,NaN,NaN,NaN,NaN
WBGene00021857,1,NaN,NaN,NaN,NaN
WBGene00021858,NaN,1,NaN,NaN,NaN
WBGene00021860,NaN,1,NaN,NaN,NaN
WBGene00021861,NaN,1,NaN,NaN,NaN
WBGene00021863,NaN,1,NaN,NaN,NaN
WBGene00021864,NaN,1,NaN,NaN,NaN
WBGene00021865,NaN,1,NaN,NaN,NaN
WBGene00021866,1,NaN,NaN,NaN,NaN
WBGene00021867,1,NaN,NaN,NaN,NaN
WBGene00021868,1,NaN,NaN,NaN,NaN
WBGene00021869,NaN,1,NaN,NaN,NaN
WBGene00021870,1,NaN,NaN,NaN,NaN
WBGene00021871,NaN,1,NaN,NaN,NaN
WBGene00021874,NaN,NaN,1,NaN,NaN
WBGene00021876,NaN,1,NaN,NaN,NaN
WBGene00021877,1,NaN,NaN,NaN,NaN
WBGene00021878,1,NaN,NaN,NaN,NaN
WBGene00021880,NaN,NaN,1,NaN,NaN
WBGene00021881,NaN,1,NaN,NaN,NaN
WBGene00021882,1,NaN,NaN,NaN,NaN
WBGene00021883,1,NaN,NaN,NaN,NaN
WBGene00021884,NaN,NaN,1,NaN,NaN
WBGene00021888,1,NaN,NaN,NaN,NaN
WBGene00021890,NaN,1,NaN,NaN,NaN
WBGene00021892,NaN,1,NaN,NaN,NaN
WBGene00021893,1,NaN,NaN,NaN,NaN
WBGene00021894,NaN,1,NaN,NaN,NaN
WBGene00021895,NaN,1,NaN,NaN,NaN
WBGene00021897,1,NaN,NaN,NaN,NaN
WBGene00021899,1,NaN,NaN,NaN,NaN
WBGene00021900,1,NaN,NaN,NaN,NaN
WBGene00021901,1,NaN,NaN,NaN,NaN
WBGene00021902,1,NaN,NaN,NaN,NaN
WBGene00021903,NaN,NaN,1,NaN,NaN
WBGene00021904,1,NaN,NaN,NaN,NaN
WBGene00021905,1,NaN,NaN,NaN,NaN
WBGene00021906,NaN,1,NaN,NaN,NaN
WBGene00021908,NaN,NaN,1,NaN,NaN
WBGene00021909,NaN,1,NaN,NaN,NaN
WBGene00021910,1,NaN,NaN,NaN,NaN
WBGene00021911,1,NaN,NaN,NaN,NaN
WBGene00021912,1,NaN,NaN,NaN,NaN
WBGene00021913,1,NaN,NaN,NaN,NaN
WBGene00021914,1,NaN,NaN,NaN,NaN
WBGene00021917,1,NaN,NaN,NaN,NaN
WBGene00021919,1,NaN,NaN,NaN,NaN
WBGene00021920,1,NaN,NaN,NaN,NaN
WBGene00021921,1,NaN,NaN,NaN,NaN
WBGene00021922,1,NaN,NaN,NaN,NaN
WBGene00021923,1,NaN,NaN,NaN,NaN
WBGene00021924,NaN,NaN,1,NaN,NaN
WBGene00021925,1,NaN,NaN,NaN,NaN
WBGene00021926,1,NaN,NaN,NaN,NaN
WBGene00021928,1,NaN,NaN,NaN,NaN
WBGene00021929,1,NaN,NaN,NaN,NaN
WBGene00021930,1,NaN,NaN,NaN,NaN
WBGene00021932,1,NaN,NaN,NaN,NaN
WBGene00021933,1,NaN,NaN,NaN,NaN
WBGene00021934,1,NaN,NaN,NaN,NaN
WBGene00021935,1,NaN,NaN,NaN,NaN
WBGene00021936,1,NaN,NaN,NaN,NaN
WBGene00021938,1,NaN,NaN,NaN,NaN
WBGene00021939,1,NaN,NaN,NaN,NaN
WBGene00021941,1,NaN,NaN,NaN,NaN
WBGene00021942,NaN,1,NaN,NaN,NaN
WBGene00021943,1,NaN,NaN,NaN,NaN
WBGene00021944,NaN,NaN,1,NaN,NaN
WBGene00021945,1,NaN,NaN,NaN,NaN
WBGene00021947,1,NaN,NaN,NaN,NaN
WBGene00021948,1,NaN,NaN,NaN,NaN
WBGene00021951,1,NaN,NaN,NaN,NaN
WBGene00021952,1,NaN,NaN,NaN,NaN
WBGene00021956,1,NaN,NaN,NaN,NaN
WBGene00021959,1,NaN,NaN,NaN,NaN
WBGene00021960,1,NaN,NaN,NaN,NaN
WBGene00021965,1,NaN,NaN,NaN,NaN
WBGene00021966,NaN,NaN,1,NaN,NaN
WBGene00021967,NaN,1,NaN,NaN,NaN
WBGene00021968,NaN,1,NaN,NaN,NaN
WBGene00021969,NaN,1,NaN,NaN,1
WBGene00021970,NaN,1,NaN,NaN,NaN
WBGene00021973,1,NaN,NaN,NaN,NaN
WBGene00021974,1,NaN,NaN,NaN,NaN
WBGene00021976,NaN,1,NaN,NaN,NaN
WBGene00021977,1,NaN,NaN,NaN,NaN
WBGene00021979,1,NaN,NaN,NaN,NaN
WBGene00021984,1,NaN,NaN,NaN,NaN
WBGene00021985,1,NaN,NaN,NaN,NaN
WBGene00021986,1,NaN,NaN,NaN,NaN
WBGene00021987,NaN,1,NaN,NaN,1
WBGene00021994,1,NaN,NaN,NaN,NaN
WBGene00021996,NaN,1,NaN,NaN,NaN
WBGene00022004,1,NaN,NaN,NaN,NaN
WBGene00022008,NaN,1,NaN,NaN,NaN
WBGene00022010,1,NaN,NaN,NaN,NaN
WBGene00022014,1,NaN,NaN,NaN,NaN
WBGene00022015,NaN,1,NaN,NaN,NaN
WBGene00022019,1,NaN,NaN,NaN,NaN
WBGene00022020,NaN,1,NaN,NaN,NaN
WBGene00022021,1,NaN,NaN,NaN,NaN
WBGene00022022,1,NaN,NaN,NaN,NaN
WBGene00022025,1,NaN,NaN,NaN,NaN
WBGene00022026,1,NaN,NaN,NaN,NaN
WBGene00022027,1,NaN,NaN,NaN,NaN
WBGene00022029,1,NaN,NaN,NaN,NaN
WBGene00022030,NaN,1,NaN,NaN,NaN
WBGene00022031,1,NaN,NaN,NaN,NaN
WBGene00022032,1,NaN,NaN,NaN,NaN
WBGene00022034,1,NaN,NaN,NaN,NaN
WBGene00022035,NaN,1,NaN,NaN,NaN
WBGene00022036,NaN,1,NaN,NaN,NaN
WBGene00022037,1,NaN,NaN,NaN,NaN
WBGene00022040,1,NaN,NaN,NaN,NaN
WBGene00022042,1,NaN,NaN,NaN,NaN
WBGene00022043,1,NaN,NaN,NaN,NaN
WBGene00022044,1,NaN,NaN,NaN,NaN
WBGene00022045,1,NaN,NaN,NaN,NaN
WBGene00022046,1,NaN,NaN,NaN,NaN
WBGene00022047,NaN,1,NaN,NaN,NaN
WBGene00022048,1,NaN,NaN,NaN,NaN
WBGene00022051,1,NaN,NaN,NaN,NaN
WBGene00022052,1,NaN,NaN,NaN,NaN
WBGene00022053,1,NaN,NaN,NaN,NaN
WBGene00022054,1,NaN,NaN,NaN,NaN
WBGene00022055,1,NaN,NaN,NaN,NaN
WBGene00022056,1,NaN,NaN,NaN,NaN
WBGene00022059,1,NaN,NaN,NaN,NaN
WBGene00022061,NaN,1,NaN,NaN,NaN
WBGene00022062,NaN,1,NaN,NaN,NaN
WBGene00022063,NaN,1,NaN,NaN,NaN
WBGene00022064,NaN,1,NaN,NaN,NaN
WBGene00022066,NaN,1,NaN,NaN,NaN
WBGene00022067,NaN,1,NaN,NaN,NaN
WBGene00022069,1,NaN,NaN,NaN,NaN
WBGene00022070,NaN,NaN,1,NaN,NaN
WBGene00022073,1,NaN,NaN,NaN,NaN
WBGene00022074,NaN,1,NaN,NaN,NaN
WBGene00022075,1,NaN,NaN,NaN,NaN
WBGene00022077,1,NaN,NaN,NaN,NaN
WBGene00022078,1,NaN,NaN,NaN,NaN
WBGene00022083,NaN,1,NaN,NaN,NaN
WBGene00022086,1,NaN,NaN,NaN,NaN
WBGene00022087,1,NaN,NaN,NaN,NaN
WBGene00022089,1,NaN,NaN,NaN,NaN
WBGene00022090,NaN,1,NaN,NaN,NaN
WBGene00022092,1,NaN,NaN,NaN,NaN
WBGene00022099,NaN,1,NaN,NaN,NaN
WBGene00022100,1,NaN,NaN,NaN,NaN
WBGene00022101,1,NaN,NaN,NaN,NaN
WBGene00022102,NaN,1,NaN,NaN,NaN
WBGene00022103,NaN,1,NaN,NaN,NaN
WBGene00022106,1,NaN,NaN,NaN,NaN
WBGene00022107,1,NaN,NaN,NaN,NaN
WBGene00022108,1,NaN,NaN,NaN,NaN
WBGene00022110,1,NaN,NaN,NaN,NaN
WBGene00022113,NaN,1,NaN,NaN,NaN
WBGene00022114,1,NaN,NaN,NaN,NaN
WBGene00022115,1,NaN,NaN,NaN,NaN
WBGene00022117,NaN,1,NaN,NaN,NaN
WBGene00022118,1,NaN,NaN,NaN,NaN
WBGene00022119,1,NaN,NaN,NaN,NaN
WBGene00022121,1,NaN,NaN,NaN,NaN
WBGene00022122,1,NaN,NaN,NaN,NaN
WBGene00022124,NaN,1,NaN,NaN,NaN
WBGene00022125,NaN,1,NaN,NaN,NaN
WBGene00022126,1,NaN,NaN,NaN,NaN
WBGene00022127,1,NaN,NaN,NaN,NaN
WBGene00022128,1,NaN,NaN,NaN,NaN
WBGene00022129,1,NaN,NaN,NaN,NaN
WBGene00022130,1,NaN,NaN,NaN,NaN
WBGene00022131,1,NaN,NaN,NaN,NaN
WBGene00022134,1,NaN,NaN,NaN,NaN
WBGene00022138,1,NaN,NaN,NaN,NaN
WBGene00022140,1,NaN,NaN,NaN,NaN
WBGene00022141,1,NaN,NaN,NaN,NaN
WBGene00022142,NaN,1,NaN,NaN,NaN
WBGene00022143,NaN,1,NaN,NaN,NaN
WBGene00022146,1,NaN,NaN,NaN,NaN
WBGene00022147,NaN,NaN,1,NaN,NaN
WBGene00022148,1,NaN,NaN,NaN,NaN
WBGene00022149,NaN,1,NaN,NaN,NaN
WBGene00022150,1,NaN,NaN,NaN,NaN
WBGene00022152,1,NaN,NaN,NaN,NaN
WBGene00022153,1,NaN,NaN,NaN,NaN
WBGene00022154,1,NaN,NaN,NaN,NaN
WBGene00022158,1,NaN,NaN,NaN,NaN
WBGene00022159,1,NaN,NaN,NaN,NaN
WBGene00022161,1,NaN,NaN,NaN,NaN
WBGene00022162,1,NaN,NaN,NaN,NaN
WBGene00022165,1,NaN,NaN,NaN,NaN
WBGene00022166,1,NaN,NaN,NaN,NaN
WBGene00022167,1,NaN,NaN,NaN,NaN
WBGene00022168,1,NaN,NaN,NaN,NaN
WBGene00022169,1,NaN,NaN,NaN,NaN
WBGene00022170,1,NaN,NaN,NaN,NaN
WBGene00022172,1,NaN,NaN,NaN,NaN
WBGene00022173,1,NaN,NaN,NaN,NaN
WBGene00022174,1,NaN,NaN,NaN,NaN
WBGene00022175,1,NaN,NaN,NaN,NaN
WBGene00022176,1,NaN,NaN,NaN,NaN
WBGene00022179,1,NaN,NaN,NaN,NaN
WBGene00022181,1,NaN,NaN,NaN,NaN
WBGene00022182,1,NaN,NaN,NaN,NaN
WBGene00022185,1,NaN,NaN,NaN,NaN
WBGene00022188,1,NaN,NaN,NaN,NaN
WBGene00022190,1,NaN,NaN,NaN,NaN
WBGene00022192,1,NaN,NaN,NaN,NaN
WBGene00022193,1,NaN,NaN,NaN,NaN
WBGene00022195,1,NaN,NaN,NaN,NaN
WBGene00022196,1,NaN,NaN,NaN,NaN
WBGene00022198,NaN,NaN,1,NaN,NaN
WBGene00022199,1,NaN,NaN,NaN,NaN
WBGene00022200,1,NaN,NaN,NaN,NaN
WBGene00022201,1,NaN,NaN,NaN,NaN
WBGene00022203,1,NaN,NaN,NaN,NaN
WBGene00022205,NaN,1,NaN,NaN,NaN
WBGene00022206,NaN,1,NaN,NaN,NaN
WBGene00022207,1,NaN,NaN,NaN,NaN
WBGene00022211,NaN,NaN,1,NaN,NaN
WBGene00022212,NaN,NaN,1,NaN,NaN
WBGene00022221,NaN,NaN,1,NaN,NaN
WBGene00022223,1,NaN,NaN,NaN,NaN
WBGene00022224,NaN,1,NaN,NaN,NaN
WBGene00022225,NaN,NaN,1,NaN,NaN
WBGene00022228,NaN,NaN,1,NaN,NaN
WBGene00022230,NaN,1,NaN,NaN,NaN
WBGene00022231,1,NaN,NaN,NaN,NaN
WBGene00022232,1,NaN,NaN,NaN,NaN
WBGene00022233,1,NaN,NaN,NaN,NaN
WBGene00022235,1,NaN,NaN,NaN,NaN
WBGene00022240,1,NaN,NaN,NaN,NaN
WBGene00022243,NaN,1,NaN,NaN,NaN
WBGene00022244,NaN,NaN,1,NaN,NaN
WBGene00022248,1,NaN,NaN,NaN,NaN
WBGene00022250,1,NaN,NaN,NaN,NaN
WBGene00022251,1,NaN,NaN,NaN,NaN
WBGene00022252,1,NaN,NaN,NaN,NaN
WBGene00022253,1,NaN,NaN,NaN,NaN
WBGene00022255,NaN,1,NaN,NaN,NaN
WBGene00022257,1,NaN,NaN,NaN,NaN
WBGene00022258,1,NaN,NaN,NaN,NaN
WBGene00022259,1,NaN,NaN,NaN,NaN
WBGene00022260,1,NaN,NaN,NaN,NaN
WBGene00022262,NaN,1,NaN,NaN,NaN
WBGene00022264,1,NaN,NaN,NaN,NaN
WBGene00022265,NaN,1,NaN,NaN,NaN
WBGene00022268,1,NaN,NaN,NaN,NaN
WBGene00022269,1,NaN,NaN,NaN,NaN
WBGene00022270,1,NaN,NaN,NaN,NaN
WBGene00022271,1,NaN,NaN,NaN,NaN
WBGene00022273,1,NaN,NaN,NaN,NaN
WBGene00022274,1,NaN,NaN,NaN,NaN
WBGene00022275,NaN,NaN,1,NaN,1
WBGene00022277,1,NaN,NaN,NaN,NaN
WBGene00022278,1,NaN,NaN,NaN,NaN
WBGene00022279,1,NaN,NaN,NaN,NaN
WBGene00022280,1,NaN,NaN,NaN,NaN
WBGene00022281,1,NaN,NaN,NaN,NaN
WBGene00022286,1,NaN,NaN,NaN,NaN
WBGene00022288,1,NaN,NaN,NaN,NaN
WBGene00022292,NaN,NaN,1,NaN,NaN
WBGene00022296,1,NaN,NaN,NaN,NaN
WBGene00022297,1,NaN,NaN,NaN,NaN
WBGene00022298,NaN,1,NaN,NaN,NaN
WBGene00022300,1,NaN,NaN,NaN,NaN
WBGene00022301,1,NaN,NaN,NaN,NaN
WBGene00022302,NaN,1,NaN,NaN,NaN
WBGene00022303,NaN,NaN,1,NaN,NaN
WBGene00022306,1,NaN,NaN,NaN,NaN
WBGene00022308,NaN,NaN,1,NaN,NaN
WBGene00022309,1,NaN,NaN,NaN,NaN
WBGene00022310,NaN,1,NaN,NaN,NaN
WBGene00022312,NaN,1,NaN,NaN,NaN
WBGene00022313,1,NaN,NaN,NaN,NaN
WBGene00022314,NaN,1,NaN,NaN,NaN
WBGene00022315,NaN,1,NaN,NaN,1
WBGene00022320,NaN,1,NaN,NaN,NaN
WBGene00022322,NaN,1,NaN,NaN,NaN
WBGene00022323,NaN,1,NaN,NaN,NaN
WBGene00022324,NaN,1,NaN,NaN,NaN
WBGene00022325,NaN,1,NaN,NaN,NaN
WBGene00022326,NaN,1,NaN,NaN,NaN
WBGene00022329,NaN,1,NaN,NaN,NaN
WBGene00022331,NaN,1,NaN,NaN,NaN
WBGene00022334,NaN,NaN,1,NaN,NaN
WBGene00022335,1,NaN,NaN,NaN,NaN
WBGene00022336,1,NaN,NaN,NaN,NaN
WBGene00022337,NaN,1,NaN,NaN,NaN
WBGene00022339,NaN,NaN,1,NaN,NaN
WBGene00022344,NaN,NaN,1,NaN,NaN
WBGene00022345,NaN,1,NaN,NaN,NaN
WBGene00022347,1,NaN,NaN,NaN,NaN
WBGene00022348,1,NaN,NaN,NaN,NaN
